config,source_article,logical_fallacies
edu,Ignore any scientific ideas from anyone who didn’t get a Ph.D.,fallacy of credibility
edu,Don’t waste your money on a home security system; master thieves will still be able to get into your house.,false dilemma
edu,"If we can send a woman into outerspace and communicate with them while they are there, then surely we can learn to communicate with one another in our state.",fallacy of logic
edu,"We admit that this measure is popular, but we also urge you to recognize that there are so many other bond issues on this ballot it is getting ridiculous.",fallacy of relevance
edu,"""If you buy a computer, you will become smarter.""",fallacy of logic
edu,It is ridiculous to have spent thousands of dollars to rescue those two whales trapped in the Arctic ice. Why look at all the people trapped in jobs they don’t like.,fallacy of relevance
edu,A persuasive technique used in media messages that appeals to the “everyone is doing it” mentality,ad populum
edu,"Fish are the easiest pets to keep; they are inexpensive and require no maintenance at all. Plus, they are really pretty and soothing to watch.",intentional
edu,"Charlie: I think we should put more money into schools. Quality public education is so important.
Bob: So you're saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension
edu,"Fred, do you still cheat on your girlfriend?",intentional
edu,"Kirk drew a picture of a fish and a human and with effusive disdain asked Richard if he really thought we were stupid enough to believe that a fish somehow turned into a human through just, like, random things happening over time.",intentional
edu,"Professor, please, PLEASE reconsider my grade on the Final! I know I only answered 7% of the questions correctly, but I didn’t really deserve an F! In the past week I sprained my ankle, my dog ran away, and my kitchen caught on fire! I think it’s only fair I get a chance to retake the test!",appeal to emotion
edu,"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy.",appeal to emotion
edu,"""Who is Sam Brownbeck, and why is he saying all those terrible things about rock lyrics? On Nov. 6, Brownbeck, an ambitious Kansas Republican ... convened a hearing billed as ""An Example of Violent Music Lyrics on Youth Behavior and Well Being ..."" Brownbeck's subcommittee, which supervises schools and streets in D.C., has much more important work to do, but the senator, who will run again in 1998, is clearly searching for an issue to give him national prominence.""",ad hominem
edu,I believe in God because no one can prove that a god doesn't exist.,intentional
edu,"Student: Logical Fallacies have nothing to do with my life and I don’t want to learn them!
Teacher: You are too young to understand why it’s important!
Estudiante: ¡Las falacias lógicas no tienen nada que ver con mi vida y no quiero aprenderlas!
Maestro: Eres demasiado joven para entender por qué es importanto!",ad hominem
edu,"Person 1: I think pollution from humans contributes to climate change.

Person 2: So, you think humans are directly responsible for extreme weather, like hurricanes, and have caused the droughts in the southwestern U.S.?",fallacy of extension
edu,"I was just on the phone with a Southerner, and I could barely keep up! All Southerners talk fast.",faulty generalization
edu,"According to Freud, your belief in God stems from your need for a strong father figure. So don’t you see that it’s silly to continue believing in God?",ad hominem
edu,"Adultery, as well as philandering, is wrong.
Therefore, we have no biological tendency for multiple sex partners.",fallacy of relevance
edu,"I don't believe in God. One reason is that I think he is evil. And by the way, there is no such thing as ""evil;"" it is just our evaluation of what we believe is wrong.",fallacy of logic
edu,"""Vote for Smith or live through four more years of higher taxes.""",false dilemma
edu,A little boy says that his friends should not go swimming in a river because his Mama said there were germs in the river.,fallacy of credibility
edu,People who don't like K-pop are racist.,ad hominem
edu,"""I can't understand how such a low performance student is able to talk about politics"" is an example of",ad hominem
edu,"If we don't control Covid-19, it could lead to millions of deaths. Wouldn't it make you sad to live in a country where that had happened?",appeal to emotion
edu,"Medical expenses for the elderly continue to rise. If you don't buy long-term health insurance now, you probably won't be able to qualify once you're older. Sure, the insurance policy is a little expensive, but it's worth spending the money today so you don't go bankrupt in the future, becoming a burden to your family.",appeal to emotion
edu,"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?

Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!",ad hominem
edu,"“Oh, please. What would you know about labor laws? You don’t even have a job.”",ad hominem
edu,"If indoor smoking laws are passed for bars, the bars will go out of business since people who drink, smoke while they drink.",faulty generalization
edu,"Duke University has the best basketball player in the NCAA, therefore they will win the tournament this year.",faulty generalization
edu,"How do you expect me to support a school voucher program? Soon, all of our inner-city schools will have no money left, our children will give up hope, and the entire education system will collapse. No, there's no way I could support a program that will do all that.",fallacy of extension
edu,You have a friend who claims that cats like to go to windows and watch sunsets because that is what her cats does. What fallacy has she committed?,faulty generalization
edu,"The Soviet Union collapsed after taking up atheism. Therefore, we must avoid atheism for the same reasons.",false causality
edu,"""Your honor, I believe that we won this case. Look at the opposite camp; they were late for today's hearing!""",fallacy of relevance
edu,"I had this book that proved that leprechauns are real and have been empirically verified by scientists, but I lost it.  I forgot the name of it as well -- and who the author was.",equivocation
edu,"""All Muslims are terrorists"" is an example of",faulty generalization
edu,Love America or leave it.,false dilemma
edu,"The reason the firmament, a tent-like structure that kept the “waters above” from flooding the earth as described in the Bible, is no longer there today, is because it was destroyed during Noah’s flood.
",circular reasoning
edu,"The new iPhone comes out this weekend! If you don't get it, you're not cool!",ad populum
edu,"Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs.",circular reasoning
edu,"In an example used by Sigmund Freud in The Interpretation of Dreams, a man accused by his neighbor of having returned a kettle in a damaged condition offered three arguments:
That he had returned the kettle undamaged;
That it was already damaged when he borrowed it;
That he had never borrowed it in the first place.
",fallacy of logic
edu,"A cloud is 90 percent water; a watermelon is 90 percent water. Therefore, since a plane can fly through a cloud, a plane can fly through a watermelon.",fallacy of logic
edu,"People generally like to walk on the beach.  Beaches have sand.  Therefore, having sand floors in homes would be a great idea!",fallacy of logic
edu,"“Andrea Dworkin has written several books arguing that pornography harms women. But Dworkin is just ugly and bitter, so why should we listen to her?”",ad hominem
edu,You said that 'runs' occur to statistically independent phenomena such as roulette wheel spins.,ad populum
edu,"When the new administration came on campus, test scores increased and attendance improved.",false causality
edu,This is an example of,false dilemma
edu,Doing something because everyone else is doing it,ad populum
edu,"""Annie must like Starbucks because all white girls like Starbucks.""",faulty generalization
edu,"""My uncle eats pizza and cake and he is thin. Pizza and cake aren’t the cause of obesity. "" is an example of",faulty generalization
edu,"The last Democrat winner of the New Hampshire primary won the general election. This year, the winner of the New Hampshire primary will win the general election.",faulty generalization
edu,"“Everyone else is doing it, so should you”.",ad populum
edu,"I am going to bed or watching TV.  I am exhausted, so I will go to bed; therefore, I cannot watch TV.",fallacy of logic
edu,"If you don't start recycling now, our entire planet will be destroyed in ten years.",appeal to emotion
edu,"Since Samantha got that new apron, she hasn't burned any cookies. That new apron sure does help her cooking!",false causality
edu,"The city should not be singling out our company's problems at our chemical storage facilities, when the EPA records indicate the city's very own landfill has been cited as needing improvements. The council needs to clean up its own mess, before they go after us.",fallacy of relevance
edu,"Anthony and Marie have a heated argument. During their fight, Anthony tells Marie that he hates her and wished that she would get hit by a bus. Later that evening, Anthony receives a call from a friend who tells him that Marie is in the hospital because she was struck by a bus. Anthony immediately blames himself and reasons that if he hadn't made that comment during their fight, Marie would not have been hit. What logical fallacy has Anthony committed?
http://www.funtrivia.com",false causality
edu,Girls should not be allowed . to try out as kickers for school football teams because girls are not very athletic.,faulty generalization
edu,"“Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.”
What fallacy is this an example of?",false causality
edu,"""If we don't adopt that puppy today, they might put him down. Do you want to be responsible for that?"" Exclaimed Yasir.",appeal to emotion
edu,"Your mom thinks you spend too much time playing video games. You bring up that
she spends too much time shopping.",fallacy of relevance
edu,"Hundreds of thousands of animals are being tortured and killed every year, and for what? So that we can modernize our beauty products and overstock our grocery stores?",appeal to emotion
edu,"One pill is good, two will be better",appeal to emotion
edu,"World-renowned physicist Dr. Patricia Mitchell assures me that exposure to natural sunlight, even exposure resulting in mild sunburn, is still significantly less of a cancer risk than brief exposure to the artificial light in a tanning bed. So I make sure to tell all of my friends that if they’re looking to get a tan this summer they should do it outdoors, and not at the tanning salon!",fallacy of credibility
edu,"""Every time my sister uses hairspray, it is an extremely hot day"" is an example of",false causality
edu,Studies show it takes up to seven years for the human body to digest a piece of gum.,fallacy of credibility
edu,I sneezed at the same time the power went off. My sneeze did something to make the power go off.,false causality
edu,"I guess I should buy my 12-year-old daughter an iPhone. Everyone at her new school has one, and I want her to fit in with the other kids.",ad populum
edu,"Each brick in that building weighs less than a pound.  Therefore, the building weighs less than a pound.Example #2:
Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.",faulty generalization
edu,Pre-AP kids are smart and creative.,faulty generalization
edu,Layla is a liar! She should not be trusted to be president for student council!,ad hominem
edu,"“Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, I believe it's true.”",fallacy of credibility
edu,Using a double standard or arguing for an unjustified exception.,intentional
edu,"In the space of a couple of days, Alastair Campbell has managed to turn an argument about the way the government presented its case for war in Iraq into an entirely different dispute about the way the BBC covered what was going on in Whitehall at the time.",fallacy of relevance
edu,"Our country is certainly in terrible shape.  Sure, we still have all kinds of freedoms, cultural diversity, emergency rooms and trauma care, agencies like the FDA out to protect us, the entertainment industry, a free market, national parks, we are considered the most powerful nation in the world, have amazing opportunities, and free public education, but still...",faulty generalization
edu,"Charlie: I think we should put more money into schools. Quality public education is so important.

Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.",fallacy of extension
edu,"""Every 0.008 seconds in the United States, a teen accidentally shatters his/her phone screen. You can help put an end to these devastating tragedies: donate now to my Kickstarter fund, the new Bubble-wrap Phone Case X.""",appeal to emotion
edu,Compares minor problems with much more serious crimes,fallacy of relevance
edu,"Fred, the Australian, stole my wallet. Thus, all Australians are thieves.",faulty generalization
edu,The news is fake because so much of the news is fake.,circular reasoning
edu,"I ask all employees to vote for my chosen candidate in the upcoming elections. If the other candidate wins, he will raise taxes and many of you will lose your jobs.",appeal to emotion
edu,"We haven’t proven aliens didn’t create life on earth, so aliens created life on earth.",intentional
edu,"I believe that when we die, we will spend eternity reading books and learning more about writing composition. I am so comforted by this belief!",appeal to emotion
edu,I met a rude person from France yesterday. I guess all French people are rude.,faulty generalization
edu,There is no intervention for victims of domestic violence that has more empirical support from controlled studies than this one. It is clear that this is the right way to address this problem and we should all be providing this therapy whenever victims of domestic violence come to us for help.,fallacy of credibility
edu,"""You are either with me or against me!"" is an example of which fallacy?",false dilemma
edu,"“We should abolish the death penalty. Many respected people, such as actor Guy Handsome, have publicly stated their opposition to it.”",fallacy of credibility
edu,", rather than on his arguments or opinions.",ad hominem
edu,"Saying things like ""ALL teenagers are irresponsible"" would be an example of which type of fallacy?",faulty generalization
edu,"We know God exists because we can see the perfect order of His Creation, an order which demonstrates supernatural intelligence in its design.",circular reasoning
edu,"I broke a mirror earlier in the day, and then I received an F on my history final. Therefore, I received the F because I broke the mirror.",false causality
edu,"during the presidential campaign of 1800, John Adams was called 'a fool, a gross hypocrite and an unprincipled oppressor.' His rival, Thomas Jefferson, on the other hand, was deemed 'an uncivilized atheist, anti-American, a tool for the godless French.'",ad hominem
edu,"Lolita: Since about half the people in the world are female, the chances of the next person to walk out that door being female is about 50/50.
Celina: Do you realize that is the door to Dr. Vulvastein, the gynecologist?",false causality
edu,You can't be my partner in class because you didn't donate to the Hurricane Sandy fundraiser.,ad hominem
edu,"I saw Ashton Kutcher in a prescription drug commercial, therefore it has to be an effective drug.",fallacy of credibility
edu,"""Everytime I wash my car it rains, therefore, washing my car makes it rain.""",false causality
edu,Eat lamb--could thousands of coyotes be wrong?,ad populum
edu,"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?",circular reasoning
edu,"to define a person based on faulty opinions derived by judgments made about a group, a class, or race of people",faulty generalization
edu,That's what you'd expect someone like him/her to say,ad hominem
edu,The numbers on gun violence speak for themselves. We should ban guns in the country!,faulty generalization
edu,"One of our clients doubled their conversions after changing all their landing page text to bright red. Therefore, changing all text to red is a proven way to double conversions.",faulty generalization
edu,"After Jhon said that we should put more money into health and education, Warren responded by saying that he was surprised that Jhon hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension
edu,"I have a red car. My car was in a wreck. Therefore, all red cars get wrecked.",faulty generalization
edu,"Billy - ""An apple is a vegetable.""  Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem
edu,"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.",faulty generalization
edu,"Speaker 1: We should have single payer, government funded health care. That would be the best solution to the health care crisis in our country.
Speaker 2: You voted for Bernie Sanders. You’re probably a communist.",ad hominem
edu,"Cell phones, high-tech devices that cause severe distractions and cyberbullying should be banned in schools.",circular reasoning
edu,"All hotdogs are fast food.
No hamburgers are hotdogs.
Therefore, no hamburgers are fast food.",fallacy of logic
edu,Americans should give money to charity because it is the right thing to do.,circular reasoning
edu,The speaker/author chooses a deliberately (on purpose) bad or oversimplified example in order to ridicule (make fun of) or refute (prove wrong) an idea,fallacy of extension
edu,You know Jane Fonda’s exercise video’s must be worth the money. Look at the great shape she’s in.,false causality
edu,Families communicate less and less in the past forty years since feminism became mainstream. Feminism is to blame for this deterioration in the family.,false causality
edu,"If you choose not to administer triple antibiotic coverage for this patient with severe and extensive burns, you will be held responsible for any infectious complications that might eventually arise.",appeal to emotion
edu,"Many homosexuals have AIDS. Therefore, homosexuality causes AIDS.",false causality
edu,Jimmy isn’t at school today. He must be on a family trip.,false causality
edu,"Some students who attend tutoring over the summer are not very intelligent. Since Beth attended summer tutoring, she is not a very good student.",faulty generalization
edu,"The statement ""you are not really an American if you are vegetarian"" is an example of which fallacy?",intentional
edu,"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions.",appeal to emotion
edu,Best Buy is the best electronics store because people line up outside of it on Black Friday.,ad populum
edu,All four year olds talk too much.,faulty generalization
edu,"Pamela never lies. She told me herself, so it must be true.",circular reasoning
edu,"Sure, we haven't given raises in over five years to our employees, but we work really hard to make a good product. We try to ensure the best customer service, too.",fallacy of relevance
edu,Senator Li announced today that she plans to cut funding to early childhood education programs. The last thing we need is a government official who hates children!,fallacy of extension
edu,Either we ban teenagers from possessing cell phones or we continue to let thousands of young students fail their classes.,false dilemma
edu,You either support Hillary Clinton for President or you don't believe in women's rights,false dilemma
edu,Why did the blonde cross the road?  Because she saw a shoe sale!,faulty generalization
edu,The President said he will not allow disrespectful dissent.,circular reasoning
edu,"We cannot listen to John’s opinion on global warming because he is a tree hugger.
No podemos escuchar la opinión de John sobre el calentamiento global porque es un abrazador de árboles.",ad hominem
edu,"""You're not feeling well because you use your phone so much.""",false causality
edu,"As a police officer who has worked for the city for 15 years, I have been a witness to distracted drivers and something needs to be done.",fallacy of credibility
edu,Never be kind and generous to the poor. They’ll come to expect your help always and never learn to contribute to society.,faulty generalization
edu,Fred the Australian stole my wallet. All Australians are thieves!,faulty generalization
edu,(Are the things being compared even similar? Does that prove anything?),fallacy of logic
edu,"""If you don't believe in God, you'll go to hell!"" is an example of:",appeal to emotion
edu,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made?http://www.funtrivia.com",faulty generalization
edu,"If the ozone layer is destroyed, many people will get cancer and suffer from other illnesses.  The ozone layer is being protected, not destroyed.  So, many people will be spared the pain of cancer and other illnesses.",fallacy of logic
edu,"Look, you are going to have to make up your mind. Either you decide that you can afford this stereo, or you decide you are going to do without music for a while.",false dilemma
edu,Caroline says that she is going to have lunch with the new girl. Jenna says that she can't believe that Caroline is ditching her old friends for the new girl.,fallacy of extension
edu,"If you don't pay taxes, you don't deserve the right to vote.",false dilemma
edu,"We don't know for sure that phones lower students' success levels, so there's no need to ban them.",intentional
edu,SM 10: Local talk show host saying we are on the verge of a nuclear war leading to sitting in a basement for months.,fallacy of credibility
edu,Killing thousands of people as a result of drug war campaign is not a crime to humanity because millions of Filipino support it.,ad populum
edu,"""I see no reason to listen to Smith. Anything he says will be influenced by his interest in civil rights. His statements are bound to be distorted and unreliable.""

What logical fallacy is used in the statement above?",ad hominem
edu,"""Chick-Fil-A is the greatest food chain in existence. Look at the crowds!""",ad populum
edu,You've got to donate to the hockey team. They are helping build schools in Uganda. Imagine all of those poor and hungry kids there.,appeal to emotion
edu,"""If you believe that I am wrong, prove to me that I am.""",intentional
edu,This movie was #1 at the box office last weekend! That means it must be really good!,ad populum
edu,"Marty: Doc, I'm from the future. I came here in a time machine that you invented. Now, I need your help to get back to the year 1985.
Doc: I've had enough practical jokes for one evening. Good night, future boy!",intentional
edu,I met a tall man who loved to eat cheese. Now I believe that all tall people like cheese.,faulty generalization
edu,You said that 'runs' occur to statistically independent phenomena such as roulette wheel spins.,false causality
edu,I am only slightly obese.  That is perfectly normal here in America.,intentional
edu,"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican. What SuperCyberDate.con did not take into consideration were the 245 other likes and dislikes that were very different for both Sally and Billy—such as the fact that Billy is gay",intentional
edu,"During the early 2000s, the search for a cause of autism led to vaccines, though no scientific link has been found between the administration of vaccines and the onset of autism. The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation.",false causality
edu,"Martin: All white people are not racists.
Charlie: Yes they are. You just believe that because you are white.
",ad hominem
edu,aliens must have visited Earth,fallacy of logic
edu,"Board Member: “If this company is going to maximize its profits in the coming year, we need to fully exploit all of our available resources.”
Human Resources Director: “Not so fast. Our employees are one of our most valued resources, and we have a strict policy against exploiting our workers.”",equivocation
edu,A recent study found that there are plenty of scientists who disagree with the consensus position on this phenomenon.,intentional
edu,I have been accused of using an ad hominem approach in trying to defend my research. But those who attack me and my research are also using ad hominem. And they started it!,ad hominem
edu,"X has been around for years now.
Y is new.
Therefore, Y is better than X.",fallacy of credibility
edu,"My wife wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she's shopping for new patio furniture and not asking me about the garage.",fallacy of relevance
edu,"Jordan: Dad, why do I have to spend my summer at Jesus camp?
Dad: Because if you don’t, you will spend your entire summer in your room with nothing but your Bible!
",appeal to emotion
edu,"If I don't take this AP class, then I won't do well on the AP exam. If I don't do well on the AP exam, then I can't get into a good college. If I can't get into a good college, then I won't be able to get a good job. If I can't get a good job then I'll have to live in my parents' basement forever. Guess I'll sign up for the AP class.",faulty generalization
edu,See the movie that everybody's talking about,ad populum
edu,"""Don't make me angry; you won't like me when I'm angry.""",appeal to emotion
edu,"""Men are human. Mary is a human. Therefore, Mary is a man.""",fallacy of logic
edu,"Lebron James, one of the most decorated basketball players of all time, says you need to eat breakfast so you need to eat breakfast",fallacy of credibility
edu,Shakira is the best singer in the world because she is the most talented singer there is.,circular reasoning
edu,"You should never gamble. Once you start gambling you find it hard to stop. Soon you are spending all your money on gambling, and eventually you will turn to crime to support your earnings.",faulty generalization
edu,"My opponent raises a good point, but can we really trust him? I mean, he moved to this town only two years ago and everyone knows that his wife left him.",ad hominem
edu,"Dustin: ""Why do you always deflect the argument by insulting me?""
Ann: ""You're ugly and poor!""",ad hominem
edu,claiming that an idea or belief is true simply because it is what most people believe,ad populum
edu,"The mother of a young child tells him to go to bed, and he begins to ask questions, say that he is hungry, or say that he needs to go to the bathroom-all to avoid bed and distract mom.",fallacy of relevance
edu,She's wearing red shoes. Her favorite color must be red.,fallacy of logic
edu,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits.",false causality
edu,"Tasha is studying polar and tropical climates on Earth. She learned the following:
• Tropical climates: Summer and winter temperatures are similar.
• Polar climates: Summer temperature is much higher than winter temperature.
Tasha wonders why the tropical climate has the same temperature year round, but the polar climate temperature differs greatly.
Which of these explains the reason for this difference?",false causality
edu,The greatest thing that we can do is to love each other. Love is better than any other emotion.,circular reasoning
edu,"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts, but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all.",appeal to emotion
edu,"Person 1:
""I am for raising the minimum wage in our state.""

Person 2:
""She is for raising the minimum wage, but she is not smart enough to even run a business.""",ad hominem
edu,"An advertisement asking people to give to St. Jude Research Center to help children struggling with cancer. You wouldn't want to let these children die, right?",appeal to emotion
edu,"My neighbor's cat attacked me, therefore all cats are evil.",faulty generalization
edu,We should abolish the death penalty. Even Taylor Swift is opposed to it.,fallacy of credibility
edu,"A warm beer is better than a cold beer. After all, nothing is better than a cold beer, and a warm beer is better than nothing.",equivocation
edu,"""I failed my AP vocab test so clearly I'm going to fail the class. Then I won't get into college and will never get a job. I will have to live in my parents' basement for the rest of my life. My life is ruined"" is an example of",faulty generalization
edu,"The Department of Transportation needs to reconsider the speed limit proposals on interstate highways for the simple reason that if they do not, their departmental budget for the Department of Transportation will be cut by 25%.",appeal to emotion
edu,"My dad went to school, so he knows everything about the education system.",fallacy of credibility
edu,"If you allow one student to take an online course, soon
everyone will want to, and the schools will be empty.
Si permite que un estudiante tome un curso en línea, pronto todos querrán, y las escuelas estarán vacías.",faulty generalization
edu,Janice just lost her goldfish and so asks you to give her the benefit of the doubt. What fallacy has she committed?,appeal to emotion
edu,My opponent in the election keeps claiming that he wants to give tax credits to poor people. That means that he wants to raise taxes for the middle class.,fallacy of extension
edu,"Every time that rooster crows, the sun comes up. That rooster must be very powerful and important!",false causality
edu,"The Church used to claim that giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so clearly giving money to the Church is a scam!",false causality
edu,"""'What about Red Herring, ma'am?''

""'I'm not sure. Is Red Herring a red herring? Or is it the fact that we're meant to think Red Herring is a red herring that is actually the red herring?'

""'Or perhaps the fact you're meant to think Red Herring isn't a red herring is what makes Red Herring a red herring after all.'

""'We're talking serious metaherrings here.'"" ",fallacy of relevance
edu,Because doctors smoke it must be a healthy choice.,fallacy of credibility
edu,"""You should run right out and purchase the newest iPhone 22 because you will literally be the only one who doesn't own one!"" This is an example of what type of persuasive technique?",ad populum
edu,"Everyone who gets a college degree is better off.  All people who are better off as a result of getting a degree are good to have conversations with.  Therefore, everyone who gets a college degree is a good person to have a conversation with.",faulty generalization
edu,Don't be the only one not wearing Nike!,ad populum
edu,My car broke down yesterday. Cars are worthless.,faulty generalization
edu,"Because Martin Sheen played the president on television, he'd probably make a great president in real life.",fallacy of credibility
edu,"Southerners talk fast. I was just on the phone with one, and I could barely keep up!",faulty generalization
edu,"IBM is a reputable organization, so all of its employees must be reputable.",faulty generalization
edu,"""The two courses I took at UF were not very interesting. I don't think its a good university.""",faulty generalization
edu,"It was a rainy day in Harvard Square, so the foot traffic through the atrium from Mass Ave to Mount Auburn Street was heavier than it might have been if the sun were out. A lot of people were carrying umbrellas, which most of them furled inside. I had always thought that Cambridge, in the vicinity of Harvard, might have had the most umbrellas per capita of any place in the world. People used them when it snowed. In my childhood, in Laramie, Wyoming, we used to think people who carried umbrellas were sissies.",faulty generalization
edu,"“[Everyone else is buying it, so you should too!]”",ad populum
edu,"If you allow the students to redo this test, they are going to want to redo every assignment for the rest of the year.",faulty generalization
edu,"A major wrong has been committed by the local government and several people go to protest it, waving signs and blocking traffic. “Both sides are just as bad,” rants your uncle. What fallacy has he committed?",faulty generalization
edu,"If this client is competent to stand trial, she will certainly know the answers to at least 80% of the questions on this standardized test. She knows the answers to 87% of the test questions. Therefore she is competent to stand trial.",fallacy of logic
edu,"Regime vs. government
Pro-death vs. pro-choice",appeal to emotion
edu,"""All students everywhere should use clear backpacks because bad things happen at schools where students don't use clear backpacks.""",fallacy of extension
edu,"I drank bottled water and now I am sick, so the water must have made me sick.",false causality
edu,Six million read a paper—must be excellent,ad populum
edu,"Mother: You should stop smoking. It's harmful to your health.
Daughter: Why should I listen to you? You started smoking when you were 16!",ad hominem
edu,"I’m not a doctor, but I play a doctor on TV, and I wouldn’t dream of using anything but Tylenol for my toughest headaches. ",fallacy of credibility
edu,I shouldn’t be punished for staying out past my curfew because I did the dishes earlier today.,fallacy of relevance
edu,"The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation. ",false causality
edu,"Hybrid cars are like solar power, full of promise but too expensive. We’ll never be able to build affordable hybrid cars.",fallacy of logic
edu,"All living beings come from other living beings.  Therefore, the first forms of life must have come from a living being.  That living being is God.",equivocation
edu,A commercial shows images of animals in need to persuade the audience to make donations.,appeal to emotion
edu,"""Guys are messy and unclean, but are really hard workers."" is an example of ...",faulty generalization
edu,I've never knowingly listened to a Neil Young record all the way through because they all sound like someone strangling a cat (don't they?).,faulty generalization
edu,"I view any discussion concerning the limiting of therapy as morally wrong, that is why I do not accept it.",circular reasoning
edu,“four out of five dentists agree that brushing your teeth makes your life meaningful”,fallacy of credibility
edu,"He has my vote for senator, because he has the best shirts.

What logic fallacy does this represent?",fallacy of logic
edu,"""Terrorists must not be given the chance to invade our beloved country.""",ad populum
edu,"""If you don't bring a pencil to class... you will end up sad and alone in life.""",faulty generalization
edu,"Michael Jordan wears Hanes underwear, so you should too!",fallacy of credibility
edu,I know in my heart of hearts that our home team will win the World Series.,appeal to emotion
edu,"TOPIC: Should people let their cats go outside?
DEBATE: ""People should let their cats go outside. Going outside gives cats more exercise.""
""But if you let cats go outside, then they'll hunt all the birds in the neighborhood. If you let them hunt all the birds, then robins will go extinct.""",faulty generalization
edu,“You could either pursue your dream job or stay where you are and be miserable for the rest of your life.”,false dilemma
edu,"The phrase ""Ninety percent of all people surveyed said that McDonalds is better than Burger King, so we can confidently say we are the best."" represents which fallacy?",ad populum
edu,"Subscribe to our streaming services, or get stuck with cable!",false dilemma
edu,"If you eat that cookie tonight, you'll eat ten tomorrow, and by this time next year, you'll be eating 1 million cookies a day.",faulty generalization
edu,"Calling Senator Warren ""Pocahontas,"" instead of debating her ideas on cancelling student loan debt is an example of:",ad hominem
edu,"Colin Closet asserts that if we allow same-sex couples to marry, then the next thing we know we'll be allowing people to marry their parents, their cars and even monkeys.",faulty generalization
edu,Believing in the literal resurrection of Jesus is like believing in the literal existence of zombies.,fallacy of logic
edu,AttP 9: everyone wearing new llama wool coats makes them warm,ad populum
edu,"the reason why more people are leaving this country is because of economic problems, therefore because there is an economic problem is that people are leaving this country.",circular reasoning
edu,"""Everyone loves going to the movies.""",faulty generalization
edu,No one can deny that [my theoretical orientation] is the only valid theoretical orientation,circular reasoning
edu,"Billy: How could the universe be 6000 years old when we know the speed of light, the distance of astronomical objects (13+ billion light years away), and the fact that the light has reached us[1]?
Marty: 6000 years is not a firm number.  The universe can be as old as about 10,000 years.
Billy: How do you figure that?...",fallacy of relevance
edu,People who buy stocks are no different from people who bet on horse racing. They both risk their money with little chance of making a big profit.,fallacy of logic
edu,My father told me that the sky is green. So it must be the truth.,fallacy of credibility
edu,"You've got to teach the boys logic! If you don't teach them logic, they won't learn how to think! And they'll become hobos and die in prison! Don't you care about your sons? (Mother to Father)",false dilemma
edu,"Charlie: Illegal posting and sharing of songs online is crippling the music industry.
Bob: You couldn't be more wrong; the music industry is doing just find. I can't believe you think the government should be allowed to regulate what I share with my ""friends."" No one wants a world where I can't loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.",fallacy of extension
edu,"Speaker 1: I think we should have single payer, universal, health care.
Speaker 2: Communist countries tried that. We don’t want America to be a communist country. We shouldn’t have single payer health care.",fallacy of extension
edu,"fallacy suggesting that because everyone believes something or does something, it must be valid, accurate, or effective.",ad populum
edu,"Now you tell me she looks presidential, folks. I look presidential",ad hominem
